"doctor","hospital","patient_count","medical_condition_count","total_billing_amount","average_billing_amount","average_patient_age","average_length_of_stay","first_admission_date","latest_admission_date"
Kelsey Simpson,Mullen-Hernandez,1,1,20651.60,20651.61,61,6,2020-04-16,2020-04-16
Kelsey Smith,Wyatt-Villanueva,1,1,22563.60,22563.64,36,3,2021-08-20,2021-08-20
Kelsey Soto,LLC Collins,1,1,7862.86,7862.86,41,6,2023-10-07,2023-10-07
Kelsey Sullivan,Sanchez-Meyer,1,1,6910.27,6910.27,53,4,2021-09-01,2021-09-01
Kelsey Taylor,PLC Gallagher,1,1,17908.80,17908.78,79,12,2019-06-07,2019-06-07
Kelsey Turner,"Rodriguez Smith and Nunez,",2,1,45381.90,22690.97,76,1,2023-12-25,2023-12-25
Kelsey Valdez,Frazier LLC,1,1,26396.60,26396.62,37,11,2023-10-02,2023-10-02
Kelsey Whitehead,Reynolds-Ballard,1,1,29065.90,29065.93,25,11,2020-08-04,2020-08-04
Kelsey Wong,"and Parker Walsh Marquez,",1,1,2634.32,2634.32,26,25,2021-08-18,2021-08-18
Kelsey Woods,Montgomery-Garza,1,1,10513.10,10513.13,72,14,2021-03-20,2021-03-20
Kendra Baker,Martin-Green,1,1,36055.10,36055.05,49,25,2022-08-24,2022-08-24
Kendra Beard,Inc Robinson,2,1,16627.00,8313.51,65,27,2022-07-13,2022-07-13
Kendra Booth,"Wyatt and Miles Davis,",1,1,49232.40,49232.40,83,12,2021-10-12,2021-10-12
Kendra Chung,PLC Barnes,1,1,38565.70,38565.68,64,25,2023-11-13,2023-11-13
Kendra Cook,"Murphy Jefferson Norris, and",1,1,12880.00,12880.03,42,15,2020-10-26,2020-10-26
Kendra Craig,Smith LLC,1,1,4187.81,4187.81,38,23,2019-06-25,2019-06-25
Kendra Fields,Frost-Williams,1,1,22408.70,22408.66,33,11,2019-09-23,2019-09-23
Kendra Franklin,Inc Morris,1,1,5495.13,5495.13,67,30,2023-06-09,2023-06-09
Kendra Gentry,Stevens-Valencia,1,1,22082.40,22082.43,68,11,2024-04-08,2024-04-08
Kendra Graves,Myers-West,1,1,14385.20,14385.17,29,4,2020-02-27,2020-02-27
Kendra Howard,House-White,1,1,15751.30,15751.30,67,16,2022-02-04,2022-02-04
Kendra Hughes,Group Cochran,1,1,46408.70,46408.70,68,26,2019-10-06,2019-10-06
Kendra Jones,Gregory-Mcdonald,1,1,21146.10,21146.14,67,29,2023-07-20,2023-07-20
Kendra Lynn,Pierce-Gonzalez,1,1,34035.40,34035.37,73,14,2021-05-06,2021-05-06
Kendra Mack,Ryan-Bailey,1,1,9934.77,9934.77,57,9,2021-03-13,2021-03-13
Kendra Martin,LLC Williams,1,1,39482.60,39482.58,66,3,2019-11-19,2019-11-19
Kendra Martin,Martinez-Lopez,1,1,12181.00,12181.04,21,7,2021-01-05,2021-01-05
Kendra Miller,Horton Ltd,1,1,19061.70,19061.74,63,23,2022-05-01,2022-05-01
Kendra Miller,"Stewart Acosta and Tate,",1,1,25889.20,25889.17,73,3,2022-04-24,2022-04-24
Kendra Mills,"and Evans Good, Oneill",1,1,48194.10,48194.06,51,13,2022-01-28,2022-01-28
Kendra Moore,Group Gonzalez,1,1,4806.59,4806.59,26,18,2020-03-28,2020-03-28
Kendra Pierce,"and Morris Wallace Duncan,",1,1,1474.18,1474.18,54,8,2024-02-02,2024-02-02
Kendra Pierce,Ortiz-Thompson,1,1,12109.80,12109.80,40,13,2023-02-06,2023-02-06
Kendra Ponce,Peters Ltd,2,1,58601.60,29300.82,63,1,2022-08-01,2022-08-01
Kendra Rivera MD,Fernandez-Henderson,2,1,48437.70,24218.84,50,18,2024-02-15,2024-02-15
Kendra Robbins,Rodriguez-Harris,1,1,14038.70,14038.70,23,29,2024-02-06,2024-02-06
Kendra Silva,"and Robbins Martinez Schwartz,",1,1,12531.00,12531.03,77,12,2024-01-28,2024-01-28
Kendra Smith,Sons and Jackson,1,1,18956.30,18956.29,69,15,2022-08-28,2022-08-28
Kendra Velazquez,Inc Torres,1,1,25301.30,25301.32,23,4,2021-11-05,2021-11-05
Kendra Wilson,Jenkins-James,1,1,31814.00,31813.98,57,18,2024-03-01,2024-03-01
Kenneth Adams,Robinson-Mendez,1,1,6054.49,6054.49,84,23,2022-10-21,2022-10-21
Kenneth Adams,"Romero Dyer, Jackson and",1,1,47477.00,47477.04,27,19,2022-08-07,2022-08-07
Kenneth Aguilar,Wright-Ellis,1,1,30312.00,30311.97,73,11,2021-01-21,2021-01-21
Kenneth Alexander,Garrett-Edwards,1,1,12621.10,12621.12,76,29,2019-10-24,2019-10-24
Kenneth Ali,Strickland-Rios,1,1,34455.30,34455.26,84,20,2023-10-12,2023-10-12
Kenneth Allen,"Morris Johnson Taylor, and",1,1,45397.80,45397.82,22,4,2020-09-27,2020-09-27
Kenneth Anderson,"Marshall and Middleton Ray,",1,1,28240.70,28240.67,80,16,2022-12-13,2022-12-13
Kenneth Ashley,Marquez Inc,1,1,16967.30,16967.33,43,20,2022-05-01,2022-05-01
Kenneth Avila,Mitchell-Clark,1,1,28705.20,28705.20,37,11,2020-03-04,2020-03-04
Kenneth Bailey,Jones-Miranda,1,1,36014.10,36014.11,61,12,2022-04-30,2022-04-30
Kenneth Baker,Barrett-Jones,1,1,29781.00,29780.99,18,14,2022-11-24,2022-11-24
Kenneth Baldwin,"Hays, Robinson Elliott and",1,1,43347.20,43347.17,36,17,2022-04-10,2022-04-10
Kenneth Barker,Johnson-Barrett,1,1,9263.41,9263.41,18,8,2023-07-09,2023-07-09
Kenneth Barrett,Gillespie-Mason,1,1,20928.60,20928.60,63,16,2022-08-14,2022-08-14
Kenneth Beck,"Fitzgerald, Elliott and Lawson",1,1,46163.60,46163.61,37,19,2019-05-28,2019-05-28
Kenneth Bell,Sons Perez and,1,1,40770.50,40770.49,45,22,2019-12-01,2019-12-01
Kenneth Beltran,Martinez-Elliott,1,1,32173.30,32173.35,38,1,2024-01-05,2024-01-05
Kenneth Blackwell,"Moran and King, Smith",1,1,9832.50,9832.50,82,17,2021-04-13,2021-04-13
Kenneth Bowen,Simmons-Williams,1,1,13236.60,13236.57,36,25,2022-05-03,2022-05-03
Kenneth Bradley,Bell-Fields,1,1,12279.40,12279.38,53,10,2022-01-19,2022-01-19
Kenneth Bradley,"Jennings Caldwell Christensen, and",1,1,31159.80,31159.79,47,23,2021-07-06,2021-07-06
Kenneth Brock,Ltd Jackson,1,1,8108.03,8108.03,64,6,2022-04-17,2022-04-17
Kenneth Brown,"Bell Rivera, and Browning",1,1,47533.00,47532.99,39,2,2020-11-24,2020-11-24
Kenneth Brown,Frye Group,1,1,27009.20,27009.21,40,18,2020-06-17,2020-06-17
Kenneth Brown,Gibson-Graham,1,1,23826.30,23826.33,58,18,2023-06-16,2023-06-16
Kenneth Brown,Mcpherson-Campos,1,1,18168.20,18168.22,64,11,2022-04-17,2022-04-17
Kenneth Brown MD,"and Wilson Santiago, Moore",1,1,21095.00,21094.96,76,4,2020-11-14,2020-11-14
Kenneth Burgess,"Smith Jones, Walker and",1,1,40643.90,40643.88,75,30,2022-10-21,2022-10-21
Kenneth Burke,Bell-Hughes,1,1,15429.10,15429.10,62,23,2022-12-15,2022-12-15
Kenneth Burke,Riley-Hamilton,1,1,44959.10,44959.11,76,28,2023-03-27,2023-03-27
Kenneth Burton,"Mendoza, Gallegos Mason and",1,1,22107.30,22107.32,70,12,2022-12-31,2022-12-31
Kenneth Butler,Mullins-Li,1,1,29589.70,29589.71,79,17,2021-08-28,2021-08-28
Kenneth Cannon,"Johnson, and Ray Lopez",1,1,8790.24,8790.24,80,27,2023-03-24,2023-03-24
Kenneth Carroll,LLC Price,1,1,6167.52,6167.52,84,17,2019-05-20,2019-05-20
Kenneth Castillo,Keller-Thomas,1,1,41435.20,41435.16,24,13,2020-09-30,2020-09-30
Kenneth Castro,"Reyes, and Williams Randolph",1,1,42934.90,42934.85,56,21,2023-06-17,2023-06-17
Kenneth Chandler,"Stokes Ward, Leonard and",1,1,15393.60,15393.61,80,21,2019-10-16,2019-10-16
Kenneth Chen,"Peterson Martin and Ruiz,",1,1,27512.80,27512.81,68,14,2020-10-20,2020-10-20
Kenneth Cole,Huynh-Hopkins,1,1,36142.10,36142.15,67,16,2020-09-07,2020-09-07
Kenneth Cole,Inc Moore,1,1,45808.40,45808.38,60,20,2020-11-03,2020-11-03
Kenneth Cole,Savage-Contreras,1,1,9410.96,9410.96,82,16,2022-09-05,2022-09-05
Kenneth Coleman,"Martinez and Lee, Oliver",1,1,31797.30,31797.32,18,12,2024-03-25,2024-03-25
Kenneth Copeland,Green LLC,1,1,42636.30,42636.27,40,11,2019-10-20,2019-10-20
Kenneth Cross,Carter-Wells,1,1,13380.20,13380.23,60,30,2019-10-18,2019-10-18
Kenneth Daniel,and Sons Dawson,1,1,34099.60,34099.59,22,6,2019-11-11,2019-11-11
Kenneth Davis,Cook-Martin,1,1,34849.80,34849.78,52,17,2019-09-27,2019-09-27
Kenneth Davis,Inc Smith,2,1,57667.20,28833.59,75,4,2020-07-19,2020-07-19
Kenneth Dawson,Sons Frey and,1,1,33670.30,33670.29,56,18,2021-10-09,2021-10-09
Kenneth Dougherty,"Scott Hernandez and Smith,",1,1,27566.50,27566.49,76,12,2023-08-11,2023-08-11
Kenneth Douglas,Sons and Knapp,1,1,6867.77,6867.77,59,20,2020-11-09,2020-11-09
Kenneth Duarte,"Boyer, and Hill Terry",1,1,11995.30,11995.31,24,20,2023-09-16,2023-09-16
Kenneth Duffy,"Hart, Palmer and Poole",1,1,20342.70,20342.74,37,19,2020-08-21,2020-08-21
Kenneth Dunn,"and Jacobs, Robinson Nelson",1,1,41340.70,41340.74,74,4,2024-03-07,2024-03-07
Kenneth Edwards,Allen-Powers,1,1,25939.70,25939.74,31,22,2022-09-14,2022-09-14
Kenneth Edwards,Williams-Singh,1,1,30566.00,30565.97,25,11,2021-05-24,2021-05-24
Kenneth Fields,Blair Group,1,1,28462.80,28462.81,22,5,2020-11-12,2020-11-12
Kenneth Fitzpatrick,Knight PLC,1,1,27683.50,27683.46,74,28,2019-05-17,2019-05-17
Kenneth Fletcher,"and Davidson Wilcox Walter,",1,1,15501.10,15501.12,48,22,2022-06-24,2022-06-24
Kenneth Fletcher,"Powers Miller, and Flores",1,1,43282.30,43282.28,75,16,2019-12-12,2019-12-12
Kenneth Ford,Ortiz PLC,1,1,11797.60,11797.56,30,5,2019-11-29,2019-11-29
Kenneth Freeman,"Baker, and Smith Robinson",1,1,16938.20,16938.16,22,28,2022-03-25,2022-03-25
Kenneth Fry,Walls-Hernandez,2,1,71430.10,35715.04,81,1,2020-07-15,2020-07-15
Kenneth Gaines,"Simpson Rojas and Love,",1,1,24126.40,24126.39,28,27,2021-10-29,2021-10-29
Kenneth Galloway,"Wiggins and Sims, Gordon",1,1,36850.20,36850.24,85,27,2021-03-06,2021-03-06
Kenneth Garcia,and Evans Sons,1,1,34850.80,34850.81,23,10,2022-10-06,2022-10-06
Kenneth Garcia,Davis PLC,1,1,24035.30,24035.26,29,26,2019-11-01,2019-11-01
Kenneth Garcia,Sons and Allen,2,1,41956.60,20978.32,31,2,2023-04-15,2023-04-15
Kenneth Garcia,Washington-Moore,1,1,22440.50,22440.48,37,4,2023-05-20,2023-05-20
Kenneth Garrett,Wright-Santiago,1,1,32463.70,32463.66,43,13,2023-06-22,2023-06-22
Kenneth Garza,Hawkins-Long,1,1,40821.40,40821.42,78,6,2024-03-18,2024-03-18
Kenneth Glass,"Johnson Aguilar Hamilton, and",1,1,25894.00,25894.01,31,12,2019-08-18,2019-08-18
Kenneth Gomez,Armstrong-Williamson,1,1,46847.40,46847.38,19,16,2023-02-18,2023-02-18
Kenneth Graves,Kerr-Lane,1,1,16845.30,16845.33,78,14,2021-11-08,2021-11-08
Kenneth Gray,"Dixon and Brown Jones,",1,1,7186.48,7186.48,36,23,2021-12-17,2021-12-17
Kenneth Green,PLC Thompson,1,1,18788.10,18788.14,46,15,2019-07-05,2019-07-05
Kenneth Gutierrez,Whitehead Inc,1,1,43269.00,43269.00,59,23,2023-04-11,2023-04-11
Kenneth Hall,Lamb-Alexander,2,1,10103.70,5051.86,24,24,2023-02-20,2023-02-20
Kenneth Hampton,Snow and Sons,1,1,25693.00,25693.04,47,10,2020-03-15,2020-03-15
Kenneth Harper,Inc Carr,1,1,33423.30,33423.33,33,13,2020-10-27,2020-10-27
Kenneth Harper,"Morris Garza and Cole,",1,1,28195.80,28195.78,64,20,2020-03-20,2020-03-20
Kenneth Harrell,Russell-Carlson,1,1,5296.09,5296.09,37,1,2023-11-29,2023-11-29
Kenneth Harvey,Inc Fox,1,1,29984.80,29984.80,30,10,2023-07-07,2023-07-07
Kenneth Hernandez,Byrd-Miller,1,1,45610.70,45610.71,40,16,2019-12-10,2019-12-10
Kenneth Higgins,Riley-Allen,1,1,48788.10,48788.08,64,16,2023-03-25,2023-03-25
Kenneth Hines,"Kramer, Morris Chang and",2,1,16671.90,8335.97,36,30,2024-03-01,2024-03-01
Kenneth Holloway,Inc Washington,2,1,11012.90,5506.47,52,21,2023-03-26,2023-03-26
Kenneth Horton,Johnson-Dunn,1,1,19309.90,19309.92,44,6,2021-10-06,2021-10-06
Kenneth Hudson,"Martinez, and Cook Collins",1,1,24619.90,24619.89,46,17,2019-07-11,2019-07-11
Kenneth Hughes,Nguyen-Shaw,1,1,33656.20,33656.20,68,13,2022-09-26,2022-09-26
Kenneth Jackson,"Floyd, and Johnson Miller",1,1,22579.80,22579.84,27,24,2021-08-03,2021-08-03
Kenneth Jackson,Thomas Inc,2,1,90307.80,45153.90,36,11,2019-06-30,2019-06-30
Kenneth Jacobs,Wang-Smith,1,1,44755.70,44755.71,23,15,2023-01-24,2023-01-24
Kenneth Jacobs,Warner-Evans,1,1,29308.70,29308.65,43,28,2022-12-05,2022-12-05
Kenneth Jacobson,Adams-Ferguson,1,1,18181.00,18181.04,67,13,2022-05-01,2022-05-01
Kenneth James,Russo-Steele,1,1,24640.90,24640.88,85,24,2023-08-25,2023-08-25
Kenneth James MD,Thomas Inc,1,1,34185.00,34184.97,25,8,2019-10-27,2019-10-27
Kenneth Jennings,Tanner-Cox,1,1,39804.70,39804.66,50,28,2020-12-18,2020-12-18
Kenneth Johnson,"and Cross Roberts Clay,",2,1,46624.50,23312.25,69,9,2023-01-29,2023-01-29
Kenneth Johnson,Davis-Riley,1,1,13121.30,13121.33,60,2,2019-06-08,2019-06-08
Kenneth Johnson,"Fisher, Moore Jackson and",1,1,35041.20,35041.22,59,13,2019-07-19,2019-07-19
Kenneth Johnson,Inc Zavala,1,1,48424.70,48424.72,79,24,2020-12-13,2020-12-13
Kenneth Johnson,Kerr-Allen,1,1,11365.50,11365.48,56,30,2020-07-23,2020-07-23
Kenneth Johnson,May-Rodriguez,1,1,20924.60,20924.64,83,25,2022-12-16,2022-12-16
Kenneth Jones,PLC Weaver,2,1,62513.10,31256.55,47,14,2022-11-03,2022-11-03
Kenneth Jones,"Thomas and Braun Gordon,",1,1,26697.50,26697.48,47,6,2020-07-16,2020-07-16
Kenneth Joyce,"Fuentes and Garcia Cannon,",1,1,35357.60,35357.59,27,8,2023-03-03,2023-03-03
Kenneth Kaufman,Inc Wright,1,1,38441.50,38441.51,59,2,2019-10-25,2019-10-25
Kenneth Keith,Frye-Dunn,1,1,3752.82,3752.82,73,22,2021-01-05,2021-01-05
Kenneth Kelley,Oliver LLC,2,1,12034.20,6017.08,49,19,2024-02-09,2024-02-09
Kenneth King,Sons Johnston and,1,1,42826.60,42826.65,81,13,2020-06-29,2020-06-29
Kenneth Lawson,"and Hartman Payne Schultz,",2,1,92956.60,46478.31,18,17,2019-11-14,2019-11-14
Kenneth Lawson,Garrison-Bruce,1,1,45769.70,45769.69,36,23,2022-11-17,2022-11-17
Kenneth Leach,"Wallace and Moore Miles,",1,1,30565.60,30565.57,65,2,2022-04-21,2022-04-21
Kenneth Lee,Conley Ltd,1,1,42018.30,42018.32,71,23,2021-07-20,2021-07-20
Kenneth Leonard,Stanley-Zamora,1,1,30026.10,30026.11,25,28,2019-08-29,2019-08-29
Kenneth Lewis,"and Mcdaniel, Levy Webb",1,1,15255.00,15254.97,84,5,2024-02-22,2024-02-22
Kenneth Lloyd,Sanchez-Lane,1,1,43998.90,43998.85,27,8,2019-12-27,2019-12-27
Kenneth Logan,Mccarthy Ltd,1,1,6045.93,6045.93,36,6,2019-07-29,2019-07-29
Kenneth Lynch,Mitchell-Sullivan,1,1,18798.70,18798.74,43,20,2023-09-22,2023-09-22
Kenneth Martin,"Gonzalez, and Hughes Roberts",1,1,870.30,870.30,21,10,2022-07-11,2022-07-11
Kenneth Martin,"Roberts Roberts, and Lee",1,1,22718.50,22718.52,28,1,2022-01-22,2022-01-22
Kenneth Martin,Zimmerman-Wilkerson,1,1,27436.90,27436.92,24,21,2022-02-16,2022-02-16
Kenneth Martinez,Navarro-Russell,1,1,32618.30,32618.28,55,15,2023-08-10,2023-08-10
Kenneth Mcdaniel,Inc Clark,2,1,91979.70,45989.86,41,7,2021-03-15,2021-03-15
Kenneth Mcintosh,"Freeman King Hodges, and",1,1,7264.89,7264.89,82,12,2022-09-21,2022-09-21
Kenneth Mejia,Barnes-Arroyo,1,1,27979.70,27979.72,65,9,2022-04-25,2022-04-25
Kenneth Melton,Morgan PLC,1,1,1514.01,1514.01,83,22,2020-01-14,2020-01-14
Kenneth Miller,Molina-Clark,1,1,38678.30,38678.31,59,23,2020-03-25,2020-03-25
Kenneth Miller,"Stevens, Cunningham and Gilbert",1,1,14260.60,14260.64,84,9,2023-04-24,2023-04-24
Kenneth Miranda,Wells Inc,1,1,17974.00,17974.03,80,13,2020-03-18,2020-03-18
Kenneth Mitchell,"Collins and Farmer Zamora,",1,1,49757.90,49757.92,80,6,2021-03-24,2021-03-24
Kenneth Mitchell,"Robinson, Nichols Gomez and",1,1,40285.50,40285.48,20,14,2019-08-03,2019-08-03
Kenneth Mitchell,"Shepherd, Greene and Molina",1,1,33822.50,33822.47,34,9,2024-03-04,2024-03-04
Kenneth Moore,Inc Price,1,1,26637.10,26637.10,47,2,2021-01-27,2021-01-27
Kenneth Myers,Meyer Ltd,2,1,100681.00,50340.32,52,15,2023-04-02,2023-04-02
Kenneth Nash,"Chambers Wright, Brown and",1,1,24798.70,24798.74,48,29,2022-08-15,2022-08-15
Kenneth Nelson,Sanchez-Arnold,1,1,9086.86,9086.86,34,18,2020-11-22,2020-11-22
Kenneth Nguyen,"Carroll Flores, and Barber",1,1,15398.30,15398.32,24,16,2023-04-27,2023-04-27
Kenneth Nichols,Jimenez-Shaw,1,1,11002.00,11002.00,70,23,2020-07-19,2020-07-19
Kenneth Nolan,Anderson-Thompson,1,1,4060.35,4060.35,51,17,2021-08-19,2021-08-19
Kenneth Nunez,Mitchell-Wright,1,1,21057.70,21057.65,61,12,2020-08-10,2020-08-10
Kenneth Obrien,PLC Rodriguez,1,1,32032.80,32032.76,21,1,2020-02-25,2020-02-25
Kenneth Ortiz,Sons Smith and,2,1,46246.30,23123.13,30,4,2021-04-07,2021-04-07
Kenneth Parker,Bradley Inc,1,1,25622.40,25622.43,65,8,2021-08-17,2021-08-17
Kenneth Parker,Ltd Barber,1,1,27330.70,27330.71,49,13,2021-08-20,2021-08-20
Kenneth Patel,Robles PLC,1,1,46592.70,46592.72,83,29,2020-02-27,2020-02-27
Kenneth Patel,Wang-Holmes,1,1,4199.42,4199.42,44,27,2023-09-06,2023-09-06
Kenneth Ponce,Austin Group,1,1,44106.00,44105.97,38,6,2023-11-29,2023-11-29
Kenneth Porter,"Ward Moore, Richmond and",1,1,5422.96,5422.96,44,12,2023-01-17,2023-01-17
Kenneth Price,Washington PLC,1,1,2172.93,2172.93,52,10,2020-06-04,2020-06-04
Kenneth Pugh,"Roberts Ramirez Mcgee, and",1,1,30692.20,30692.16,60,4,2020-08-09,2020-08-09
Kenneth Reed,"Reynolds, and Howard Nelson",1,1,36770.20,36770.17,63,15,2022-07-07,2022-07-07
Kenneth Reyes,Smith-Mcgee,1,1,9715.44,9715.44,67,25,2022-01-16,2022-01-16
Kenneth Reynolds,Mccarthy-Castillo,1,1,26089.80,26089.78,55,20,2021-04-22,2021-04-22
Kenneth Reynolds,"Miller Bowman, and Bradford",1,1,44038.10,44038.08,76,24,2023-05-16,2023-05-16
Kenneth Richard,"Fischer Jackson and Beck,",1,1,7528.53,7528.53,21,2,2020-10-19,2020-10-19
Kenneth Richard,"Moody, and Rice Scott",1,1,46787.10,46787.08,24,29,2019-09-29,2019-09-29
Kenneth Richardson,"Kane and Sandoval, Hall",2,1,99174.90,49587.47,45,21,2019-11-27,2019-11-27
Kenneth Rivas,Arias-Cooper,1,1,45424.20,45424.16,22,1,2022-06-26,2022-06-26
Kenneth Robbins,Inc Edwards,1,1,51059.70,51059.73,84,27,2019-11-21,2019-11-21
Kenneth Roberts,Cole-Blake,1,1,2263.69,2263.69,76,2,2020-07-30,2020-07-30
Kenneth Roberts,Sparks-Garcia,1,1,11613.90,11613.88,75,27,2021-12-11,2021-12-11
Kenneth Robinson,Sons Woods and,1,1,7954.65,7954.65,61,8,2021-08-23,2021-08-23
Kenneth Rodgers DDS,Johnson-Riddle,1,1,8176.32,8176.32,28,29,2020-09-27,2020-09-27
Kenneth Rodriguez,Ellis-Francis,1,1,9465.40,9465.40,49,12,2019-09-27,2019-09-27
Kenneth Roman,Massey-Duran,1,1,42710.70,42710.66,28,8,2024-01-23,2024-01-23
Kenneth Romero,Parks Group,2,1,27352.00,13676.01,78,9,2019-05-18,2019-05-18
Kenneth Rowland,Davis-May,1,1,5113.67,5113.67,38,8,2020-12-29,2020-12-29
Kenneth Ryan,"and Mccarthy Hernandez House,",2,1,71575.00,35787.48,81,30,2022-08-13,2022-08-13
Kenneth Sanchez,Diaz-Powers,1,1,35794.40,35794.44,19,3,2022-03-24,2022-03-24
Kenneth Sanders,"Soto and Bradford, Smith",1,1,35052.30,35052.34,83,13,2023-07-05,2023-07-05
Kenneth Shea,Ltd Huff,1,1,14354.60,14354.57,63,22,2019-07-19,2019-07-19
Kenneth Shepard,Lopez-Allen,2,1,97698.40,48849.22,62,27,2021-11-07,2021-11-07
Kenneth Simmons,Brown PLC,1,1,13924.70,13924.72,85,27,2019-12-27,2019-12-27
Kenneth Simpson,Sons and Barker,1,1,33503.10,33503.10,63,11,2020-05-29,2020-05-29
Kenneth Smith,Kelly-Ruiz,1,1,50489.80,50489.84,56,4,2020-12-23,2020-12-23
Kenneth Smith,Sons and Marks,1,1,26201.00,26201.00,48,15,2019-07-02,2019-07-02
Kenneth Smith,Wright-Reilly,1,1,24821.50,24821.47,43,11,2020-09-14,2020-09-14
Kenneth Sparks,Love-Pineda,1,1,33685.20,33685.20,37,26,2023-08-24,2023-08-24
Kenneth Stein,Bates-Clark,1,1,49018.00,49017.97,82,21,2020-01-14,2020-01-14
Kenneth Sweeney,Martin Inc,1,1,28324.90,28324.90,29,14,2021-10-08,2021-10-08
Kenneth Taylor,"Eaton Harper Clark, and",1,1,3309.55,3309.55,55,14,2019-09-20,2019-09-20
Kenneth Taylor,Roth-Orr,1,1,27892.20,27892.16,51,5,2019-06-25,2019-06-25
Kenneth Thompson,"and Coleman Jones Thomas,",1,1,42692.80,42692.75,51,7,2020-04-27,2020-04-27
Kenneth Tran,"Phillips, Shepherd Smith and",1,1,20900.90,20900.88,57,29,2022-03-16,2022-03-16
Kenneth Turner,Mann-Lang,1,1,29684.50,29684.47,20,17,2021-06-15,2021-06-15
Kenneth Underwood,Davis-Mays,2,1,93037.80,46518.91,49,21,2024-04-01,2024-04-01
Kenneth Vargas,"Richmond, and Williams Cabrera",1,1,47511.50,47511.51,38,7,2021-08-07,2021-08-07
Kenneth Vega,Lee-Weiss,1,1,46490.80,46490.75,54,5,2019-10-27,2019-10-27
Kenneth Wagner,Miller and Sons,1,1,41882.30,41882.34,44,14,2020-02-12,2020-02-12
Kenneth Walker,"and Frazier Jimenez, Murray",1,1,36836.30,36836.31,49,9,2020-10-02,2020-10-02
Kenneth Walls,Thornton Group,1,1,13341.60,13341.56,52,7,2021-08-14,2021-08-14
Kenneth Ward,Travis Sons and,1,1,47683.50,47683.49,71,6,2021-11-25,2021-11-25
Kenneth Ward,"Waller Reyes, Bryant and",2,1,5632.44,2816.22,45,22,2020-07-15,2020-07-15
Kenneth Watson,"Becker, Sullivan and Watson",1,1,48087.90,48087.85,36,25,2019-06-25,2019-06-25
Kenneth Watson,Hahn-Wilson,1,1,21429.70,21429.67,61,30,2020-05-16,2020-05-16
Kenneth West,"and Buckley Fernandez Moore,",1,1,16621.20,16621.15,32,17,2019-09-22,2019-09-22
Kenneth West,"Chapman Bryan, Williams and",1,1,28945.80,28945.82,80,22,2021-08-13,2021-08-13
Kenneth West,Sons and Farley,1,1,2926.99,2926.99,32,6,2019-05-22,2019-05-22
Kenneth White,"Cox, and Brown Simpson",1,1,47940.30,47940.32,84,4,2023-06-27,2023-06-27
Kenneth White,LLC Hernandez,1,1,43206.20,43206.22,76,17,2023-03-16,2023-03-16
Kenneth White,Velasquez-Roth,1,1,46506.40,46506.42,39,10,2023-06-13,2023-06-13
Kenneth Williams,"and Brock Doyle Cisneros,",1,1,25026.30,25026.29,67,16,2022-07-31,2022-07-31
Kenneth Williams,"Hall Collier, and Bush",1,1,2493.34,2493.34,60,13,2022-12-28,2022-12-28
Kenneth Wilson,"and Morgan, Holmes Hamilton",1,1,33687.90,33687.89,56,28,2023-07-27,2023-07-27
Kenneth Wilson,LLC Moore,1,1,38456.30,38456.30,62,4,2023-04-24,2023-04-24
Kenneth Wright,Brown and Sons,1,1,19105.80,19105.78,35,20,2020-05-31,2020-05-31
Kenneth Young,"Cook Hughes and Payne,",1,1,3722.72,3722.72,41,18,2023-04-10,2023-04-10
Kenneth Young,"Hill, Flores and Moreno",1,1,14473.40,14473.43,37,10,2020-11-30,2020-11-30
Kent Black,"Bradley Logan and Moore,",1,1,46663.10,46663.06,69,12,2021-02-24,2021-02-24
Kent Blackburn,PLC Wade,1,1,47095.60,47095.61,28,19,2020-04-27,2020-04-27
Kent Burns,Inc Harris,1,1,24091.00,24090.96,29,23,2023-07-03,2023-07-03
Kent Clark,"Johnston Douglas and George,",1,1,26183.70,26183.74,46,11,2022-02-23,2022-02-23
Kent Houston,"and Huynh Stewart, Preston",1,1,26872.70,26872.72,37,10,2024-01-01,2024-01-01
Kent Krause,"Carter Stanley Palmer, and",1,1,32320.30,32320.33,44,3,2020-06-22,2020-06-22
Kent Mathis,Knox-Stanton,1,1,10805.20,10805.18,30,2,2024-01-12,2024-01-12
Kent Randolph,"and Schmidt Black, Wells",1,1,24618.00,24617.97,47,25,2024-01-14,2024-01-14
Kerri Alexander,Young-Lynch,1,1,27960.70,27960.65,44,7,2021-07-17,2021-07-17
Kerri Brock,"and White Leon, Jones",2,1,96983.70,48491.87,63,22,2020-11-10,2020-11-10
Kerri Freeman,"and Greer Hall Harrison,",1,1,16985.50,16985.49,60,15,2023-06-12,2023-06-12
Kerri Howell,Miranda-Todd,1,1,29460.20,29460.16,80,28,2019-11-05,2019-11-05
Kerri Larson,"and Kennedy, Craig Watkins",1,1,27118.80,27118.85,66,20,2022-10-10,2022-10-10
Kerri Rodriguez,"Weiss, Ho Nichols and",1,1,9172.19,9172.19,24,13,2024-02-09,2024-02-09
Kerri Santiago,Roberts-Gonzalez,2,1,28397.70,14198.83,43,26,2021-03-09,2021-03-09
Kerri Villanueva,King LLC,1,1,26580.60,26580.57,71,29,2024-01-12,2024-01-12
Kerri Villanueva,Rodriguez LLC,1,1,24483.20,24483.17,25,18,2022-01-24,2022-01-24
Kerri White,Mays-Boone,1,1,11831.70,11831.67,78,18,2024-03-08,2024-03-08
